dataset,repetition,method,group,n,ks_to_marginal
meps_utilization,4,CQR-TI,2,1044,0.0867816091954023
meps_utilization,4,CQR-TI,3,1044,0.0436781609195402
meps_utilization,4,CQR-TI,4,1044,0.0409961685823755
meps_utilization,4,CQR-TI,5,1044,0.210919540229885
meps_utilization,5,SR-TI,1,1044,0.0409961685823755
meps_utilization,5,SR-TI,2,1044,0.0877394636015325
meps_utilization,5,SR-TI,3,1044,0.0377394636015326
meps_utilization,5,SR-TI,4,1044,0.0231800766283525
meps_utilization,5,SR-TI,5,1044,0.0844827586206897
meps_utilization,5,ASR-TI,1,1044,0.0400383141762452
meps_utilization,5,ASR-TI,2,1044,0.0837164750957855
meps_utilization,5,ASR-TI,3,1044,0.0381226053639846
meps_utilization,5,ASR-TI,4,1044,0.0235632183908047
meps_utilization,5,ASR-TI,5,1044,0.0835249042145594
meps_utilization,5,CQR-TI,1,1044,0.184291187739464
meps_utilization,5,CQR-TI,2,1044,0.132183908045977
meps_utilization,5,CQR-TI,3,1044,0.0687739463601533
meps_utilization,5,CQR-TI,4,1044,0.0796934865900383
meps_utilization,5,CQR-TI,5,1044,0.278352490421456
meps_utilization,6,SR-TI,1,1044,0.0404214559386973
meps_utilization,6,SR-TI,2,1044,0.0220306513409962
meps_utilization,6,SR-TI,3,1044,0.0314176245210728
meps_utilization,6,SR-TI,4,1044,0.0229885057471264
meps_utilization,6,SR-TI,5,1044,0.0383141762452107
meps_utilization,6,ASR-TI,1,1044,0.0386973180076629
meps_utilization,6,ASR-TI,2,1044,0.0229885057471264
meps_utilization,6,ASR-TI,3,1044,0.0304597701149425
meps_utilization,6,ASR-TI,4,1044,0.0252873563218391
meps_utilization,6,ASR-TI,5,1044,0.0371647509578544
meps_utilization,6,CQR-TI,1,1044,0.152681992337165
meps_utilization,6,CQR-TI,2,1044,0.096360153256705
meps_utilization,6,CQR-TI,3,1044,0.0417624521072797
meps_utilization,6,CQR-TI,4,1044,0.0469348659003832
meps_utilization,6,CQR-TI,5,1044,0.20095785440613
meps_utilization,7,SR-TI,1,1044,0.0691570881226054
meps_utilization,7,SR-TI,2,1044,0.0411877394636015
meps_utilization,7,SR-TI,3,1044,0.035632183908046
meps_utilization,7,SR-TI,4,1044,0.0296934865900383
meps_utilization,7,SR-TI,5,1044,0.060727969348659
meps_utilization,7,ASR-TI,1,1044,0.0674329501915709
meps_utilization,7,ASR-TI,2,1044,0.0431034482758621
meps_utilization,7,ASR-TI,3,1044,0.0373563218390805
meps_utilization,7,ASR-TI,4,1044,0.0262452107279694
meps_utilization,7,ASR-TI,5,1044,0.0618773946360153
meps_utilization,7,CQR-TI,1,1044,0.146168582375479
meps_utilization,7,CQR-TI,2,1044,0.109195402298851
meps_utilization,7,CQR-TI,3,1044,0.0563218390804598
meps_utilization,7,CQR-TI,4,1044,0.0304597701149425
meps_utilization,7,CQR-TI,5,1044,0.260919540229885
meps_utilization,8,SR-TI,1,1044,0.0369731800766284
meps_utilization,8,SR-TI,2,1044,0.0377394636015326
meps_utilization,8,SR-TI,3,1044,0.025095785440613
meps_utilization,8,SR-TI,4,1044,0.0222222222222222
meps_utilization,8,SR-TI,5,1044,0.05727969348659
meps_utilization,8,ASR-TI,1,1044,0.0377394636015326
meps_utilization,8,ASR-TI,2,1044,0.0306513409961685
meps_utilization,8,ASR-TI,3,1044,0.0272030651340996
meps_utilization,8,ASR-TI,4,1044,0.0226053639846743
meps_utilization,8,ASR-TI,5,1044,0.0628352490421457
meps_utilization,8,CQR-TI,1,1044,0.150191570881226
meps_utilization,8,CQR-TI,2,1044,0.103639846743295
meps_utilization,8,CQR-TI,3,1044,0.064367816091954
meps_utilization,8,CQR-TI,4,1044,0.039080459770115
meps_utilization,8,CQR-TI,5,1044,0.254597701149425
meps_utilization,9,SR-TI,1,1044,0.0448275862068965
meps_utilization,9,SR-TI,2,1044,0.0411877394636015
meps_utilization,9,SR-TI,3,1044,0.0329501915708812
meps_utilization,9,SR-TI,4,1044,0.0264367816091954
meps_utilization,9,SR-TI,5,1044,0.064176245210728
meps_utilization,9,ASR-TI,1,1044,0.0478927203065134
meps_utilization,9,ASR-TI,2,1044,0.0398467432950192
meps_utilization,9,ASR-TI,3,1044,0.0346743295019157
meps_utilization,9,ASR-TI,4,1044,0.0191570881226054
meps_utilization,9,ASR-TI,5,1044,0.0647509578544061
meps_utilization,9,CQR-TI,1,1044,0.199425287356322
meps_utilization,9,CQR-TI,2,1044,0.0998084291187739
meps_utilization,9,CQR-TI,3,1044,0.0555555555555556
meps_utilization,9,CQR-TI,4,1044,0.0425287356321839
meps_utilization,9,CQR-TI,5,1044,0.276819923371648
meps_utilization,10,SR-TI,1,1044,0.0551724137931035
meps_utilization,10,SR-TI,2,1044,0.0492337164750958
meps_utilization,10,SR-TI,3,1044,0.0199233716475096
meps_utilization,10,SR-TI,4,1044,0.0159003831417625
meps_utilization,10,SR-TI,5,1044,0.0810344827586207
meps_utilization,10,ASR-TI,1,1044,0.053256704980843
meps_utilization,10,ASR-TI,2,1044,0.0498084291187739
meps_utilization,10,ASR-TI,3,1044,0.0224137931034483
meps_utilization,10,ASR-TI,4,1044,0.0193486590038314
meps_utilization,10,ASR-TI,5,1044,0.0854406130268199
meps_utilization,10,CQR-TI,1,1044,0.165325670498084
meps_utilization,10,CQR-TI,2,1044,0.126628352490421
meps_utilization,10,CQR-TI,3,1044,0.0421455938697318
meps_utilization,10,CQR-TI,4,1044,0.0434865900383142
meps_utilization,10,CQR-TI,5,1044,0.241570881226054
meps_utilization,11,SR-TI,1,1044,0.0613026819923371
meps_utilization,11,SR-TI,2,1044,0.0262452107279693
meps_utilization,11,SR-TI,3,1044,0.0390804597701149
meps_utilization,11,SR-TI,4,1044,0.021264367816092
meps_utilization,11,SR-TI,5,1044,0.0344827586206897
meps_utilization,11,ASR-TI,1,1044,0.0613026819923372
meps_utilization,11,ASR-TI,2,1044,0.0266283524904215
meps_utilization,11,ASR-TI,3,1044,0.0337164750957855
meps_utilization,11,ASR-TI,4,1044,0.0233716475095785
meps_utilization,11,ASR-TI,5,1044,0.0365900383141763
meps_utilization,11,CQR-TI,1,1044,0.149425287356322
meps_utilization,11,CQR-TI,2,1044,0.0842911877394636
meps_utilization,11,CQR-TI,3,1044,0.0457854406130268
meps_utilization,11,CQR-TI,4,1044,0.0289272030651341
meps_utilization,11,CQR-TI,5,1044,0.205938697318008
meps_utilization,12,SR-TI,1,1044,0.0521072796934866
meps_utilization,12,SR-TI,2,1044,0.0329501915708812
meps_utilization,12,SR-TI,3,1044,0.021264367816092
meps_utilization,12,SR-TI,4,1044,0.0195402298850575
meps_utilization,12,SR-TI,5,1044,0.057088122605364
meps_utilization,12,ASR-TI,1,1044,0.0517241379310345
meps_utilization,12,ASR-TI,2,1044,0.0365900383141762
meps_utilization,12,ASR-TI,3,1044,0.0199233716475096
meps_utilization,12,ASR-TI,4,1044,0.0204980842911878
meps_utilization,12,ASR-TI,5,1044,0.0555555555555556
meps_utilization,12,CQR-TI,1,1044,0.169157088122605
meps_utilization,12,CQR-TI,2,1044,0.118773946360153
meps_utilization,12,CQR-TI,3,1044,0.0720306513409962
meps_utilization,12,CQR-TI,4,1044,0.0421455938697318
meps_utilization,12,CQR-TI,5,1044,0.295785440613027
meps_utilization,13,SR-TI,1,1044,0.0758620689655172
meps_utilization,13,SR-TI,2,1044,0.0235632183908047
meps_utilization,13,SR-TI,3,1044,0.0226053639846743
meps_utilization,13,SR-TI,4,1044,0.0348659003831417
meps_utilization,13,SR-TI,5,1044,0.0649425287356322
meps_utilization,13,ASR-TI,1,1044,0.0772030651340996
meps_utilization,13,ASR-TI,2,1044,0.0258620689655172
meps_utilization,13,ASR-TI,3,1044,0.025095785440613
meps_utilization,13,ASR-TI,4,1044,0.0367816091954023
meps_utilization,13,ASR-TI,5,1044,0.0662835249042146
meps_utilization,13,CQR-TI,1,1044,0.153639846743295
meps_utilization,13,CQR-TI,2,1044,0.0706896551724138
meps_utilization,13,CQR-TI,3,1044,0.0593869731800766
meps_utilization,13,CQR-TI,4,1044,0.0275862068965517
meps_utilization,13,CQR-TI,5,1044,0.242145593869732
meps_utilization,14,SR-TI,1,1044,0.0480842911877395
meps_utilization,14,SR-TI,2,1044,0.0258620689655172
meps_utilization,14,SR-TI,3,1044,0.01455938697318
meps_utilization,14,SR-TI,4,1044,0.0408045977011495
meps_utilization,14,SR-TI,5,1044,0.0544061302681992
meps_utilization,14,ASR-TI,1,1044,0.0475095785440614
meps_utilization,14,ASR-TI,2,1044,0.0189655172413793
meps_utilization,14,ASR-TI,3,1044,0.0195402298850574
meps_utilization,14,ASR-TI,4,1044,0.0400383141762452
meps_utilization,14,ASR-TI,5,1044,0.0530651340996168
meps_utilization,14,CQR-TI,1,1044,0.157088122605364
meps_utilization,14,CQR-TI,2,1044,0.0844827586206896
meps_utilization,14,CQR-TI,3,1044,0.0561302681992337
meps_utilization,14,CQR-TI,4,1044,0.0314176245210728
meps_utilization,14,CQR-TI,5,1044,0.231609195402299
meps_utilization,15,SR-TI,1,1044,0.0452107279693487
meps_utilization,15,SR-TI,2,1044,0.0383141762452107
meps_utilization,15,SR-TI,3,1044,0.0237547892720306
meps_utilization,15,SR-TI,4,1044,0.0379310344827586
meps_utilization,15,SR-TI,5,1044,0.0511494252873562
meps_utilization,15,ASR-TI,1,1044,0.0450191570881225
meps_utilization,15,ASR-TI,2,1044,0.0365900383141762
meps_utilization,15,ASR-TI,3,1044,0.0233716475095785
meps_utilization,15,ASR-TI,4,1044,0.0385057471264367
meps_utilization,15,ASR-TI,5,1044,0.0519157088122605
meps_utilization,15,CQR-TI,1,1044,0.16360153256705
meps_utilization,15,CQR-TI,2,1044,0.104789272030651
meps_utilization,15,CQR-TI,3,1044,0.0379310344827586
meps_utilization,15,CQR-TI,4,1044,0.0486590038314176
meps_utilization,15,CQR-TI,5,1044,0.244444444444444
meps_utilization,16,SR-TI,1,1044,0.0580459770114943
meps_utilization,16,SR-TI,2,1044,0.035632183908046
meps_utilization,16,SR-TI,3,1044,0.0203065134099616
meps_utilization,16,SR-TI,4,1044,0.0191570881226054
meps_utilization,16,SR-TI,5,1044,0.0553639846743296
meps_utilization,16,ASR-TI,1,1044,0.0559386973180077
meps_utilization,16,ASR-TI,2,1044,0.0394636015325671
meps_utilization,16,ASR-TI,3,1044,0.021647509578544
meps_utilization,16,ASR-TI,4,1044,0.0172413793103448
meps_utilization,16,ASR-TI,5,1044,0.0636015325670497
meps_utilization,16,CQR-TI,1,1044,0.17816091954023
meps_utilization,16,CQR-TI,2,1044,0.115325670498084
meps_utilization,16,CQR-TI,3,1044,0.0649425287356322
meps_utilization,16,CQR-TI,4,1044,0.05
meps_utilization,16,CQR-TI,5,1044,0.270498084291188
meps_utilization,17,SR-TI,1,1044,0.046360153256705
meps_utilization,17,SR-TI,2,1044,0.0490421455938698
meps_utilization,17,SR-TI,3,1044,0.0201149425287356
meps_utilization,17,SR-TI,4,1044,0.0224137931034483
meps_utilization,17,SR-TI,5,1044,0.0630268199233717
meps_utilization,17,ASR-TI,1,1044,0.0549808429118773
meps_utilization,17,ASR-TI,2,1044,0.0557471264367816
meps_utilization,17,ASR-TI,3,1044,0.0260536398467433
meps_utilization,17,ASR-TI,4,1044,0.0203065134099617
meps_utilization,17,ASR-TI,5,1044,0.0630268199233716
meps_utilization,17,CQR-TI,1,1044,0.182950191570881
meps_utilization,17,CQR-TI,2,1044,0.0984674329501916
meps_utilization,17,CQR-TI,3,1044,0.0639846743295019
meps_utilization,17,CQR-TI,4,1044,0.0630268199233717
meps_utilization,17,CQR-TI,5,1044,0.277394636015326
meps_utilization,18,SR-TI,1,1044,0.0432950191570881
meps_utilization,18,SR-TI,2,1044,0.0482758620689655
meps_utilization,18,SR-TI,3,1044,0.0295019157088122
meps_utilization,18,SR-TI,4,1044,0.0185823754789272
meps_utilization,18,SR-TI,5,1044,0.0875478927203065
meps_utilization,18,ASR-TI,1,1044,0.0434865900383142
meps_utilization,18,ASR-TI,2,1044,0.0446360153256705
meps_utilization,18,ASR-TI,3,1044,0.0314176245210728
meps_utilization,18,ASR-TI,4,1044,0.0168582375478927
meps_utilization,18,ASR-TI,5,1044,0.0938697318007663
meps_utilization,18,CQR-TI,1,1044,0.134674329501916
meps_utilization,18,CQR-TI,2,1044,0.109003831417625
meps_utilization,18,CQR-TI,3,1044,0.0670498084291188
meps_utilization,18,CQR-TI,4,1044,0.0609195402298851
meps_utilization,18,CQR-TI,5,1044,0.240613026819923
meps_utilization,19,SR-TI,1,1044,0.0551724137931035
meps_utilization,19,SR-TI,2,1044,0.0279693486590038
meps_utilization,19,SR-TI,3,1044,0.0174329501915709
meps_utilization,19,SR-TI,4,1044,0.0189655172413793
meps_utilization,19,SR-TI,5,1044,0.0588122605363985
meps_utilization,19,ASR-TI,1,1044,0.0593869731800767
meps_utilization,19,ASR-TI,2,1044,0.0266283524904214
meps_utilization,19,ASR-TI,3,1044,0.0189655172413793
meps_utilization,19,ASR-TI,4,1044,0.0183908045977012
meps_utilization,19,ASR-TI,5,1044,0.057471264367816
meps_utilization,19,CQR-TI,1,1044,0.185632183908046
meps_utilization,19,CQR-TI,2,1044,0.0984674329501916
meps_utilization,19,CQR-TI,3,1044,0.0572796934865901
meps_utilization,19,CQR-TI,4,1044,0.0340996168582376
meps_utilization,19,CQR-TI,5,1044,0.25632183908046
meps_utilization,20,SR-TI,1,1044,0.0578544061302683
meps_utilization,20,SR-TI,2,1044,0.0593869731800766
meps_utilization,20,SR-TI,3,1044,0.0195402298850575
meps_utilization,20,SR-TI,4,1044,0.0417624521072797
meps_utilization,20,SR-TI,5,1044,0.0634099616858238
meps_utilization,20,ASR-TI,1,1044,0.0611111111111111
meps_utilization,20,ASR-TI,2,1044,0.053448275862069
meps_utilization,20,ASR-TI,3,1044,0.0195402298850575
meps_utilization,20,ASR-TI,4,1044,0.0469348659003832
meps_utilization,20,ASR-TI,5,1044,0.0622605363984674
meps_utilization,20,CQR-TI,1,1044,0.151149425287356
meps_utilization,20,CQR-TI,2,1044,0.0672413793103448
meps_utilization,20,CQR-TI,3,1044,0.0515325670498084
meps_utilization,20,CQR-TI,4,1044,0.0526819923371648
meps_utilization,20,CQR-TI,5,1044,0.219731800766284
